date,CPI(2001-01=100),Core_CPI,M2_Growth,DR007,PPI,Oil_Price,PMI_Output_Price,EPUCHINA,Exchange_Rate,Fiscal_Exp_Growth
2019-11-01,99.50445986124876,101.8177142857143,1961429.56,,99.9,63.15952380952382,53.7,726.591069,0.14249682944554484,206463.0
2019-12-01,99.10802775024776,101.82000000000001,1986488.82,,100.0,67.2015,53.4,894.895726,0.14259639516313027,238874.0
2020-01-01,100.49554013875124,101.83428571428576,2023066.49,,100.0,63.64681818181818,53.0,755.263833,0.1445671659052796,
2020-02-01,99.90089197224974,101.64371428571431,2030830.42,,99.5,55.5945,28.9,646.367555,0.1430144587617808,32350.0
2020-03-01,97.91873141724479,102.19171428571428,2080923.41,,99.0,31.968636363636367,53.0,734.642277,0.14261469787076256,55284.0
2020-04-01,98.21605550049553,101.83085714285714,2093533.83,,98.7,18.703500000000002,53.4,819.175979,0.1414707297060238,73595.9
2020-05-01,98.31516352824579,101.84457142857146,2100183.74,,99.6,29.219473684210524,53.4,934.717038,0.14087284816724424,90281.0
2020-06-01,99.00891972249752,101.75085714285717,2134948.66,,100.4,40.21181818181819,54.2,843.615191,0.1411094021194632,116411.0
2020-07-01,99.70267591674926,101.11857142857141,2125458.46,,100.4,43.52043478260869,54.1,893.408501,0.14267777650953087,133499.0
2020-08-01,99.50445986124876,101.26628571428573,2136836.91,,100.3,44.986000000000004,54.5,821.083237,0.1442044241917342,149925.0
2020-09-01,99.30624380574827,101.26057142857144,2164084.8,,100.1,40.949999999999996,55.1,563.816388,0.14673944943358572,175185.0
2020-10-01,98.81070366699703,101.28685714285716,2149720.42,,100.0,40.315454545454536,55.3,631.753376,0.14900686921667086,189439.0
2020-11-01,98.51337958374629,101.00600000000003,2172002.55,,100.5,42.80428571428572,55.7,723.909474,0.1513134003147319,207846.0
2020-12-01,99.8017839444995,100.91857142857144,2186795.89,,101.1,50.02571428571429,55.1,606.516547,0.15285144368188555,245588.0
2021-01-01,100.09910802775023,99.7,2213047.33,,101.0,54.85699999999999,52.8,665.308325,0.15439008198113352,
2021-02-01,99.70267591674926,100.0,2236030.26,,100.8,62.36899999999999,51.6,565.400484,0.1547939692269589,35732.5
2021-03-01,98.61248761149652,100.3,2276488.45,,101.6,65.77739130434782,55.3,493.899193,0.15369009928380414,58703.0
2021-04-01,98.81070366699703,100.7,2262107.12,,100.9,64.84449999999998,53.8,488.226773,0.1533648242439114,76396.0
2021-05-01,98.90981169474726,100.9,2275538.07,,101.6,68.9278947368421,54.2,492.675714,0.15548230611356426,93553.0
2021-06-01,98.71159563924677,100.9,2317788.36,,100.3,73.175,52.9,413.072342,0.1556953353677524,121676.0
2021-07-01,99.4053518334985,101.3,2302153.82,,100.5,75.19090909090909,52.4,505.579543,0.15446162400951485,137928.0
2021-08-01,99.207135777998,101.2,2312267.68,,100.7,70.9604761904762,48.9,592.800456,0.15438769838819244,155371.0
2021-09-01,99.10802775024776,101.2,2342829.7,,101.2,74.7672727272727,51.7,356.063493,0.15480115791266116,179293.0
2021-10-01,99.8017839444995,101.3,2336160.48,,102.5,83.80809523809525,50.8,452.149378,0.1557826520438684,193961.0
2021-11-01,99.50445986124876,101.2,2356012.76,,100.0,81.5990909090909,52.2,491.749632,0.15636483042234142,213924.0
2021-12-01,98.81070366699703,101.2,2382899.56,,98.8,74.08047619047619,52.2,589.811304,0.15698587127158556,246322.0
2022-01-01,99.50445986124876,101.2,2431022.72,,99.8,87.369,51.0,582.581028,0.1572623765490344,
2022-02-01,99.70267591674926,101.1,2441488.9,,100.5,98.33449999999999,51.2,406.177786,0.1575547502757208,38227.0
2022-03-01,99.10802775024776,101.1,2497688.34,,101.1,118.97565217391302,48.8,863.936608,0.1575870274359015,63587.0
2022-04-01,99.50445986124876,100.9,2499710.9,,100.6,104.54315789473685,42.7,843.918541,0.1555693839452396,80933.0
2022-05-01,98.90981169474726,100.9,2527026.15,,100.1,113.41571428571429,48.4,735.833274,0.14909573437103962,99059.0
2022-06-01,99.10802775024776,101.0,2581451.2,,100.0,123.8365,54.1,763.40105,0.14927378304548372,128887.0
2022-07-01,99.603567888999,100.8,2578078.57,,98.7,112.82619047619045,52.5,778.839882,0.1485354405561167,146751.0
2022-08-01,99.00891972249752,100.8,2595068.27,,98.8,100.1659090909091,51.7,602.493602,0.14716920042973408,165177.0
2022-09-01,99.4053518334985,100.6,2626600.92,,99.9,90.10476190476192,50.9,689.295308,0.14363482282644605,190389.0
2022-10-01,99.207135777998,100.6,2612914.57,,100.2,93.4842857142857,49.0,743.397577,0.14027803105755607,206334.0
2022-11-01,98.90981169474726,100.6,2647008.48,,100.1,91.81590909090909,47.1,892.683864,0.1396102082984308,227255.0
2022-12-01,99.10802775024776,100.7,2664320.84,,99.5,81.23100000000001,42.6,700.524311,0.14319877421849272,260609.0
2023-01-01,99.90089197224974,101.0,2738072.06,,99.6,82.93476190476193,52.9,728.044909,0.14711074496881252,
2023-02-01,98.61248761149652,100.6,2755249.23,,100.0,82.66199999999998,56.4,573.707904,0.1464214595291086,40898.0
2023-03-01,98.81070366699703,100.7,2814566.31,,100.0,78.73608695652173,57.0,756.756737,0.14496535328056595,67915.0
2023-04-01,99.00891972249752,100.7,2808469.34,,99.5,85.07722222222223,54.4,354.666401,0.14523906349851856,86418.0
2023-05-01,98.90981169474726,100.6,2820504.68,,99.1,75.70700000000001,52.9,522.090412,0.14303696075065797,104821.0
2023-06-01,98.90981169474726,100.4,2873023.83,,99.2,74.85454545454546,52.3,523.116985,0.13987579029821517,133893.0
2023-07-01,99.30624380574827,100.8,2854031.56,,99.8,80.22238095238096,51.1,704.566077,0.1396277524120694,151623.0
2023-08-01,99.4053518334985,100.8,2869343.25,,100.2,86.38727272727273,51.3,709.881991,0.1394058522576778,171382.0
2023-09-01,99.30624380574827,100.8,2896659.11,,100.4,94.18809523809524,52.0,819.746146,0.13920015590417462,197897.0
2023-10-01,99.00891972249752,100.6,2882276.07,,100.0,91.21000000000001,50.7,603.739894,0.13930292814754966,215734.0
2023-11-01,98.61248761149652,100.6,2912014.22,,99.7,83.32590909090908,50.4,743.397577,0.1397741250139774,238462.0
2023-12-01,99.207135777998,100.6,2922713.33,,99.7,78.06947368421051,50.3,,0.14076774729374006,274574.0
2024-01-01,99.4053518334985,100.4,2976250.2,,99.8,80.68590909090909,50.9,,0.14072614691809737,
2024-02-01,100.09910802775023,101.2,2995572.97,,99.8,84.15299999999999,50.9,,0.1407439726393717,43624.0
2024-03-01,98.11694747274528,100.6,3047952.16,,99.9,85.607,52.7,,0.14088872608413874,69856.0
2024-04-01,99.207135777998,100.7,3011941.98,,99.8,90.34666666666668,51.7,,0.14083118565775204,89483.0
2024-05-01,99.00891972249752,100.6,3018506.73,,100.2,82.20476190476191,51.0,,0.14073208832345863,108359.0
2024-06-01,98.90981169474726,100.6,3050161.54,,99.8,82.80050000000001,50.5,,0.140524437199629,136571.0
2024-07-01,99.603567888999,100.4,3033060.78,,99.8,85.44478260869565,50.2,,0.14022098827752538,155463.0
2024-08-01,99.50445986124876,100.3,3050461.27,,99.3,81.07761904761905,50.1,,0.14016988590171287,173898.0
2024-09-01,99.10802775024776,100.1,3094798.24,,99.4,74.49999999999999,50.4,,0.14126089474650733,201779.0
2024-10-01,98.81070366699703,100.2,3097092.01,,99.9,75.81739130434781,50.8,,0.14073010779926257,221465.0
2024-11-01,98.51337958374629,100.3,3119587.27,,100.1,74.61190476190475,50.8,,0.13941362628783338,245053.0
2024-12-01,99.10802775024776,100.4,3135322.3,,99.9,74.058,52.2,,0.13910720992669048,284612.0
2025-01-01,99.8017839444995,100.6,3185247.18,,99.8,79.5285,50.1,,0.13921178288530342,
2025-02-01,98.90981169474726,99.9,3205173.24,,99.9,75.31000000000002,51.1,,0.13944862015590354,45096.0
2025-03-01,98.71159563924677,100.5,3260554.57,,99.6,72.73571428571428,51.4,,0.13939807909447008,72815.0
2025-04-01,99.207135777998,100.5,3251739.32,,99.6,67.93949999999998,50.2,,0.1388233334258822,93581.0
2025-05-01,98.90981169474726,100.6,3257838.11,,99.6,64.3585,50.4,,0.13898540653231412,112953.0
2025-06-01,99.00891972249752,100.7,3302868.17,,99.6,71.61428571428571,50.7,,0.13935922627757572,141271.0
