n,n_violations,violation_rate,target_rate,LR_uc,p_uc,LR_ind,p_ind,LR_cc,p_cc,model,pi_level
56,8,0.14285714285714285,0.19999999999999996,1.2397598768079376,0.26551733643450204,2.7367096521932055,0.09806650166033071,3.976469529001143,0.1369369381638278,baseline_qrf,0.8
56,4,0.07142857142857142,0.09999999999999998,0.5584866314571606,0.45487064516146103,0.6280958605548577,0.4280546261174909,1.1865824920120183,0.5525058563013188,baseline_qrf,0.9
56,7,0.125,0.19999999999999996,2.2019407421490413,0.13783710299490715,2.0489657510099804,0.1523096262082304,4.250906493159022,0.11937884794822295,enhanced_qrf,0.8
56,3,0.05357142857142857,0.09999999999999998,1.5869524238907111,0.20776208834102683,0.34634612547632315,0.5561888234164967,1.9332985493670343,0.3803553716659489,enhanced_qrf,0.9
