baseline,enhanced,n_actual,rmse_baseline,rmse_enhanced,rmse_pct_improvement,mean_loss_diff,sd_loss_diff,power_at_n,n_for_80pct_power_5pct,n_for_80pct_power_10pct
lasso_baseline,lasso_enhanced,56,0.549633068542512,0.5448738952089524,0.8658819139430256,0.005208948355281339,0.10230895380108519,0.06678959520887409,3027.8535022078063,2385.038145717453
elastic_net_baseline,elastic_net_enhanced,56,0.548528222176021,0.5495018421600406,-0.17749678952838593,-0.0010690640136918716,0.10649021508232585,0.050646760549277706,77878.87358838003,61345.135792849855
random_forest_baseline,random_forest_enhanced,56,0.5177910646256345,0.5002073678487367,3.3959057964066957,0.017900175755986757,0.11369885826663897,0.2180078954508259,316.6688110449645,249.43980722664358
pca_baseline,pca_enhanced,56,0.5967732191845175,0.6319314320662844,-5.891385831591123,-0.04319905969749293,0.21325644673982178,0.32874721210112706,191.27729638930867,150.66899635849506
pls_baseline,pls_enhanced,56,0.6276069353266068,0.7342195421307885,-16.9871619963378,-0.14518787077668918,0.43817484091498726,0.6983364777067705,71.48943709088985,56.31218100654938
comb_baseline,comb_enhanced,56,0.5600249728921378,0.5646030642509944,-0.8174798590166288,-0.005148649898772736,0.11780042356557396,0.06234255677139023,4108.796724405797,3236.4963871472623
