date,F_t,d_t,cv_5pct,cv_10pct
2020-11-01,,0.009895581749591001,2.882,2.587
2020-12-01,,-0.02400378455925367,2.882,2.587
2021-01-01,,-0.002147630494127319,2.882,2.587
2021-02-01,,-0.25501889923330434,2.882,2.587
2021-03-01,,0.46101798587894255,2.882,2.587
2021-04-01,,-0.10805722642163935,2.882,2.587
2021-05-01,,-0.2162934796261789,2.882,2.587
2021-06-01,,0.07177614868117,2.882,2.587
2021-07-01,,0.09056911223018668,2.882,2.587
2021-08-01,-1.412267933311825,-0.015437583802193294,2.882,2.587
2021-09-01,-1.2693158585577224,-0.09070140609661748,2.882,2.587
2021-10-01,-1.7691559373213648,-0.4810710043484009,2.882,2.587
2021-11-01,-1.6436537885257554,0.031099324428740204,2.882,2.587
2021-12-01,-1.5453133864703115,0.09806660484699162,2.882,2.587
2022-01-01,-2.3304144425261724,0.16752708677634123,2.882,2.587
2022-02-01,-1.7418219298643065,-0.19242847512504554,2.882,2.587
2022-03-01,-1.5359508229753767,-0.37042357405375287,2.882,2.587
2022-04-01,-1.8982881096365662,0.015334726666027518,2.882,2.587
2022-05-01,-1.8475545988104245,0.0919151207032041,2.882,2.587
2022-06-01,-3.3273330812045137,-0.3107897782655465,2.882,2.587
2022-07-01,-2.367045436033128,0.06985991748732107,2.882,2.587
2022-08-01,-1.635834622050644,-0.19859555280076885,2.882,2.587
2022-09-01,-1.7224836390184102,0.01056193786101522,2.882,2.587
2022-10-01,-2.1044886604681503,0.22965096426475984,2.882,2.587
2022-11-01,-2.416965684823779,-0.09817380000666079,2.882,2.587
2022-12-01,-2.328794253536122,-0.136116861957355,2.882,2.587
2023-01-01,-1.745336136649178,0.11967774303960999,2.882,2.587
2023-02-01,-1.779081761073813,-0.8644686250670008,2.882,2.587
2023-03-01,-1.9002459851734013,0.46026891074061593,2.882,2.587
2023-04-01,-1.1466025430599416,-0.061534779051200764,2.882,2.587
2023-05-01,-1.3283354596120598,-0.018616025521268124,2.882,2.587
2023-06-01,-1.134643435109238,-0.12111087677520876,2.882,2.587
2023-07-01,-1.2881631713104447,-0.011758324193253726,2.882,2.587
2023-08-01,-1.5835198369426848,-0.14183963158756313,2.882,2.587
2023-09-01,-1.530994580969808,-0.03566127117617961,2.882,2.587
2023-10-01,-0.9730564471258814,-0.004027010907710731,2.882,2.587
2023-11-01,-1.1784748458508443,0.022396480869435062,2.882,2.587
2023-12-01,0.314228381931117,0.12161729077411376,2.882,2.587
2024-01-01,-0.29850827453120776,-0.03441034269561048,2.882,2.587
2024-02-01,-0.16129119274750472,-0.08746368867049739,2.882,2.587
2024-03-01,0.006334616401327255,-0.07752085495722523,2.882,2.587
2024-04-01,-0.532008633865397,0.06018845325396709,2.882,2.587
2024-05-01,-0.834933674715185,-0.06803714556686766,2.882,2.587
2024-06-01,-0.23552866678154422,0.18400321032025824,2.882,2.587
2024-07-01,-0.6484291216079525,0.0018178072185148775,2.882,2.587
2024-08-01,-1.256716595564433,-0.008021940065440221,2.882,2.587
2024-09-01,-1.164024489653801,0.10870788478512569,2.882,2.587
2024-10-01,,0.0171942761501232,2.882,2.587
2024-11-01,,0.0775602042170061,2.882,2.587
2024-12-01,,-0.42998827685225116,2.882,2.587
2025-01-01,,-0.18556323210202086,2.882,2.587
2025-02-01,,0.2020722877166583,2.882,2.587
2025-03-01,,-0.27256517758574494,2.882,2.587
2025-04-01,,-0.35303529393535243,2.882,2.587
2025-05-01,,0.07557908633009022,2.882,2.587
2025-06-01,,0.057376063451827566,2.882,2.587
